ImageId,WKT_Pix
940177_mask,"LINESTRING (6.0 756.0, 330.0 756.8)"
940177_mask,"LINESTRING (330.0 756.8, 499.7 757.7)"
940177_mask,"LINESTRING (499.7 757.7, 504.0 802.0)"
940177_mask,"LINESTRING (658.0 801.8, 504.0 802.0)"
940177_mask,"LINESTRING (658.0 801.8, 697.0 808.0)"
940177_mask,"LINESTRING (504.0 802.0, 499.8 979.0)"
940177_mask,"LINESTRING (1017.0 805.0, 697.0 808.0)"
940177_mask,"LINESTRING (697.0 808.0, 693.0 1016.0)"
940177_mask,"LINESTRING (2.0 973.0, 499.8 979.0)"
940177_mask,"LINESTRING (499.8 979.0, 499.0 1018.0)"
708311_mask,"LINESTRING (89.0 0.0, 120.0 10.0, 662.0 341.0, 773.3 396.3)"
708311_mask,"LINESTRING (785.0 0.0, 776.0 3.0, 615.0 173.0)"
708311_mask,"LINESTRING (22.0 122.0, 0.0 164.0)"
708311_mask,"LINESTRING (1023.0 149.0, 1017.7 165.7)"
708311_mask,"LINESTRING (1017.7 165.7, 979.0 195.0, 773.3 396.3)"
708311_mask,"LINESTRING (1017.7 165.7, 1023.0 172.0)"
708311_mask,"LINESTRING (1.0 354.0, 104.0 389.0, 199.7 407.3)"
708311_mask,"LINESTRING (773.3 396.3, 772.7 406.7)"
708311_mask,"LINESTRING (772.7 406.7, 763.0 410.0, 657.3 511.3)"
708311_mask,"LINESTRING (772.7 406.7, 822.0 444.0, 1023.0 563.0)"
708311_mask,"LINESTRING (199.7 407.3, 264.0 319.0, 293.0 293.0, 318.0 287.0, 657.3 511.3)"
708311_mask,"LINESTRING (199.7 407.3, 282.0 478.0, 391.0 553.0, 397.3 563.7)"
708311_mask,"LINESTRING (657.3 511.3, 565.0 600.0, 561.0 612.8)"
708311_mask,"LINESTRING (397.3 563.7, 356.8 635.0)"
708311_mask,"LINESTRING (397.3 563.7, 418.0 572.0, 515.0 643.0)"
708311_mask,"LINESTRING (246.3 567.7, 182.0 521.0, 171.0 520.0, 88.0 672.0)"
708311_mask,"LINESTRING (246.3 567.7, 171.7 711.7)"
708311_mask,"LINESTRING (246.3 567.7, 258.0 570.0, 344.0 632.0, 356.8 635.0)"
708311_mask,"LINESTRING (561.0 612.8, 515.0 643.0)"
708311_mask,"LINESTRING (561.0 612.8, 808.3 778.3)"
708311_mask,"LINESTRING (0.0 626.0, 9.0 637.0, 88.0 672.0)"
708311_mask,"LINESTRING (356.8 635.0, 358.0 640.0)"
708311_mask,"LINESTRING (515.0 643.0, 357.0 790.0)"
708311_mask,"LINESTRING (88.0 672.0, 156.0 711.0, 171.7 711.7)"
708311_mask,"LINESTRING (171.7 711.7, 178.0 722.0, 343.0 804.0)"
708311_mask,"LINESTRING (1022.0 719.0, 904.0 645.0, 816.8 777.0)"
708311_mask,"LINESTRING (816.8 777.0, 808.3 778.3)"
708311_mask,"LINESTRING (816.8 777.0, 987.0 884.0)"
708311_mask,"LINESTRING (808.3 778.3, 759.7 859.7)"
708311_mask,"LINESTRING (357.0 790.0, 343.0 804.0)"
708311_mask,"LINESTRING (357.0 790.0, 536.0 892.0, 552.0 892.0, 574.0 867.0, 709.7 936.7)"
708311_mask,"LINESTRING (343.0 804.0, 356.0 816.0, 719.0 1014.0, 746.0 1023.0)"
708311_mask,"LINESTRING (759.7 859.7, 709.7 936.7)"
708311_mask,"LINESTRING (759.7 859.7, 1001.8 989.0)"
708311_mask,"LINESTRING (709.7 936.7, 842.0 1010.0, 876.0 1023.0)"
708311_mask,"LINESTRING (1023.0 955.0, 1001.8 989.0)"
708311_mask,"LINESTRING (1001.8 989.0, 1022.0 1005.0)"
708311_mask,"LINESTRING (159.0 1023.0, 189.0 1000.0, 257.0 1023.0)"
773391_mask,"LINESTRING (867.0 8.0, 864.8 284.0)"
773391_mask,"LINESTRING (260.0 120.0, 344.0 165.0, 788.0 369.0, 823.0 379.0, 864.7 379.3)"
773391_mask,"LINESTRING (550.0 172.0, 785.0 279.0, 864.8 284.0)"
773391_mask,"LINESTRING (864.8 284.0, 864.7 379.3)"
773391_mask,"LINESTRING (0.0 362.0, 3.0 369.8)"
773391_mask,"LINESTRING (3.0 369.8, 0.0 378.0)"
773391_mask,"LINESTRING (3.0 369.8, 83.0 394.0, 238.0 456.0, 313.0 502.0, 534.0 609.0, 677.0 688.0, 688.0 681.0, 769.0 520.0, 797.0 516.0, 865.7 520.7)"
773391_mask,"LINESTRING (864.7 379.3, 865.7 520.7)"
773391_mask,"LINESTRING (865.7 520.7, 865.0 1013.0)"
725833_mask,"LINESTRING (29.0 0.0, 15.9 72.0)"
725833_mask,"LINESTRING (127.0 0.0, 119.0 7.0, 104.0 75.8)"
725833_mask,"LINESTRING (133.0 0.0, 193.0 66.0, 196.0 81.8)"
725833_mask,"LINESTRING (469.0 0.0, 460.0 13.0, 430.7 142.7)"
725833_mask,"LINESTRING (609.0 0.0, 575.7 180.7)"
725833_mask,"LINESTRING (794.0 0.0, 782.2 47.8)"
725833_mask,"LINESTRING (838.0 0.0, 821.0 36.0, 782.2 47.8)"
725833_mask,"LINESTRING (982.0 0.0, 935.3 175.7)"
725833_mask,"LINESTRING (730.0 1.0, 680.8 208.0)"
725833_mask,"LINESTRING (662.0 16.0, 617.7 191.7)"
725833_mask,"LINESTRING (782.2 47.8, 754.8 146.0)"
725833_mask,"LINESTRING (4.0 68.0, 15.9 72.0)"
725833_mask,"LINESTRING (15.9 72.0, 104.0 75.8)"
725833_mask,"LINESTRING (15.9 72.0, 8.8 141.0)"
725833_mask,"LINESTRING (104.0 75.8, 140.3 79.3)"
725833_mask,"LINESTRING (140.3 79.3, 196.0 81.8)"
725833_mask,"LINESTRING (140.3 79.3, 122.7 198.7)"
725833_mask,"LINESTRING (196.0 81.8, 206.3 86.7)"
725833_mask,"LINESTRING (206.3 86.7, 188.0 162.8)"
725833_mask,"LINESTRING (206.3 86.7, 388.0 138.0)"
725833_mask,"LINESTRING (388.0 138.0, 430.7 142.7)"
725833_mask,"LINESTRING (388.0 138.0, 360.7 224.3)"
725833_mask,"LINESTRING (8.8 141.0, 72.0 144.0, 76.2 205.0)"
725833_mask,"LINESTRING (8.8 141.0, 5.8 155.0)"
725833_mask,"LINESTRING (430.7 142.7, 456.3 157.3)"
725833_mask,"LINESTRING (754.8 146.0, 806.0 158.0)"
725833_mask,"LINESTRING (754.8 146.0, 731.7 221.7)"
725833_mask,"LINESTRING (3.0 154.0, 5.8 155.0)"
725833_mask,"LINESTRING (5.8 155.0, 4.3 222.3)"
725833_mask,"LINESTRING (456.3 157.3, 575.7 180.7)"
725833_mask,"LINESTRING (456.3 157.3, 445.0 212.0, 423.7 268.3)"
725833_mask,"LINESTRING (188.0 162.8, 169.0 208.2)"
725833_mask,"LINESTRING (188.0 162.8, 245.0 176.0)"
725833_mask,"LINESTRING (935.3 175.7, 905.0 292.0)"
725833_mask,"LINESTRING (935.3 175.7, 1021.0 191.0)"
725833_mask,"LINESTRING (575.7 180.7, 607.3 192.3)"
725833_mask,"LINESTRING (617.7 191.7, 607.3 192.3)"
725833_mask,"LINESTRING (617.7 191.7, 680.8 208.0)"
725833_mask,"LINESTRING (607.3 192.3, 597.2 248.0)"
725833_mask,"LINESTRING (122.7 198.7, 76.2 205.0)"
725833_mask,"LINESTRING (122.7 198.7, 169.0 208.2)"
725833_mask,"LINESTRING (76.2 205.0, 73.8 225.0)"
725833_mask,"LINESTRING (680.8 208.0, 731.7 221.7)"
725833_mask,"LINESTRING (169.0 208.2, 159.3 246.7)"
725833_mask,"LINESTRING (294.0 211.0, 360.7 224.3)"
725833_mask,"LINESTRING (731.7 221.7, 797.0 245.0, 819.0 259.2)"
725833_mask,"LINESTRING (4.3 222.3, 18.0 222.2)"
725833_mask,"LINESTRING (4.3 222.3, 1.0 227.0)"
725833_mask,"LINESTRING (18.0 222.2, 73.8 225.0)"
725833_mask,"LINESTRING (18.0 222.2, 20.0 251.0, 31.0 282.0, 66.8 317.0)"
725833_mask,"LINESTRING (73.8 225.0, 66.8 317.0)"
725833_mask,"LINESTRING (360.7 224.3, 399.0 269.0)"
725833_mask,"LINESTRING (159.3 246.7, 120.7 324.7)"
725833_mask,"LINESTRING (159.3 246.7, 277.3 276.3)"
725833_mask,"LINESTRING (597.2 248.0, 754.0 301.0, 773.0 309.0, 779.3 318.7)"
725833_mask,"LINESTRING (597.2 248.0, 581.0 295.0)"
725833_mask,"LINESTRING (819.0 259.2, 841.0 260.0, 856.0 268.0, 867.0 277.0, 873.0 293.0)"
725833_mask,"LINESTRING (819.0 259.2, 818.0 308.8)"
725833_mask,"LINESTRING (423.7 268.3, 399.0 269.0)"
725833_mask,"LINESTRING (423.7 268.3, 432.0 282.0, 479.0 299.0, 444.0 420.0)"
725833_mask,"LINESTRING (399.0 269.0, 378.0 308.0)"
725833_mask,"LINESTRING (277.3 276.3, 314.0 283.0, 378.0 308.0)"
725833_mask,"LINESTRING (277.3 276.3, 262.0 351.0)"
725833_mask,"LINESTRING (542.0 285.0, 581.0 295.0)"
725833_mask,"LINESTRING (905.0 292.0, 1015.0 305.0, 1022.0 313.0)"
725833_mask,"LINESTRING (905.0 292.0, 873.0 293.0)"
725833_mask,"LINESTRING (873.0 293.0, 865.0 300.0, 818.0 308.8)"
725833_mask,"LINESTRING (581.0 295.0, 552.0 413.0, 552.0 435.0, 560.0 449.0)"
725833_mask,"LINESTRING (378.0 308.0, 323.0 491.3)"
725833_mask,"LINESTRING (818.0 308.8, 779.3 318.7)"
725833_mask,"LINESTRING (66.8 317.0, 69.3 328.3)"
725833_mask,"LINESTRING (779.3 318.7, 699.7 361.7)"
725833_mask,"LINESTRING (120.7 324.7, 69.3 328.3)"
725833_mask,"LINESTRING (120.7 324.7, 138.0 327.0)"
725833_mask,"LINESTRING (69.3 328.3, 71.8 377.0)"
725833_mask,"LINESTRING (699.7 361.7, 562.7 449.3)"
725833_mask,"LINESTRING (699.7 361.7, 801.0 519.8)"
725833_mask,"LINESTRING (2.0 375.0, 71.8 377.0)"
725833_mask,"LINESTRING (71.8 377.0, 64.3 444.7)"
725833_mask,"LINESTRING (444.0 420.0, 339.0 488.0, 323.0 491.3)"
725833_mask,"LINESTRING (444.0 420.0, 452.0 446.0, 490.0 491.0)"
725833_mask,"LINESTRING (1022.0 433.0, 1005.0 426.0, 989.0 429.0, 992.0 549.0)"
725833_mask,"LINESTRING (64.3 444.7, 55.7 484.3)"
725833_mask,"LINESTRING (64.3 444.7, 225.0 471.2)"
725833_mask,"LINESTRING (560.0 449.0, 562.7 449.3)"
725833_mask,"LINESTRING (560.0 449.0, 490.0 491.0)"
725833_mask,"LINESTRING (562.7 449.3, 613.0 530.8)"
725833_mask,"LINESTRING (0.0 460.0, 7.0 475.0, 55.7 484.3)"
725833_mask,"LINESTRING (225.0 471.2, 323.0 491.3)"
725833_mask,"LINESTRING (225.0 471.2, 213.7 548.3)"
725833_mask,"LINESTRING (55.7 484.3, 51.7 511.7)"
725833_mask,"LINESTRING (323.0 491.3, 299.0 599.0, 301.0 617.0)"
725833_mask,"LINESTRING (490.0 491.0, 376.0 570.0, 366.7 584.7)"
725833_mask,"LINESTRING (4.0 509.0, 51.7 511.7)"
725833_mask,"LINESTRING (51.7 511.7, 139.0 527.0, 213.7 548.3)"
725833_mask,"LINESTRING (801.0 519.8, 671.0 604.0)"
725833_mask,"LINESTRING (801.0 519.8, 863.7 610.7)"
725833_mask,"LINESTRING (613.0 530.8, 424.0 658.2)"
725833_mask,"LINESTRING (613.0 530.8, 667.3 603.7)"
725833_mask,"LINESTRING (213.7 548.3, 253.0 592.0, 278.0 636.2)"
725833_mask,"LINESTRING (366.7 584.7, 301.0 617.0)"
725833_mask,"LINESTRING (366.7 584.7, 419.3 657.7)"
725833_mask,"LINESTRING (667.3 603.7, 479.0 731.2)"
725833_mask,"LINESTRING (667.3 603.7, 671.0 604.0)"
725833_mask,"LINESTRING (671.0 604.0, 723.2 677.6)"
725833_mask,"LINESTRING (863.7 610.7, 845.0 609.0, 803.0 624.0, 723.2 677.6)"
725833_mask,"LINESTRING (863.7 610.7, 904.0 665.0, 912.0 723.0, 823.0 782.0, 818.8 790.0)"
725833_mask,"LINESTRING (301.0 617.0, 278.0 636.2)"
725833_mask,"LINESTRING (278.0 636.2, 272.8 655.0)"
725833_mask,"LINESTRING (272.8 655.0, 236.0 662.0, 131.0 725.0, 86.7 744.7)"
725833_mask,"LINESTRING (272.8 655.0, 303.0 731.2)"
725833_mask,"LINESTRING (419.3 657.7, 348.0 709.0, 303.0 731.2)"
725833_mask,"LINESTRING (419.3 657.7, 424.0 658.2)"
725833_mask,"LINESTRING (424.0 658.2, 479.0 731.2)"
725833_mask,"LINESTRING (723.2 677.6, 696.0 697.0, 659.0 709.0, 615.0 751.0, 607.3 766.7)"
725833_mask,"LINESTRING (723.2 677.6, 793.0 772.0, 796.0 784.0)"
725833_mask,"LINESTRING (303.0 731.2, 328.0 823.0, 334.7 928.7)"
725833_mask,"LINESTRING (479.0 731.2, 498.0 763.0, 515.0 773.0, 607.3 766.7)"
725833_mask,"LINESTRING (86.7 744.7, 7.0 767.0)"
725833_mask,"LINESTRING (86.7 744.7, 88.7 751.7)"
725833_mask,"LINESTRING (88.7 751.7, 83.0 938.0)"
725833_mask,"LINESTRING (607.3 766.7, 618.0 768.2)"
725833_mask,"LINESTRING (618.0 768.2, 696.0 771.0, 787.0 787.0, 796.0 784.0)"
725833_mask,"LINESTRING (618.0 768.2, 612.8 819.0)"
725833_mask,"LINESTRING (796.0 784.0, 800.2 788.0)"
725833_mask,"LINESTRING (800.2 788.0, 818.8 790.0)"
725833_mask,"LINESTRING (800.2 788.0, 790.7 843.4)"
725833_mask,"LINESTRING (818.8 790.0, 865.0 801.0, 947.3 857.3)"
725833_mask,"LINESTRING (612.8 819.0, 790.7 843.4)"
725833_mask,"LINESTRING (612.8 819.0, 605.7 872.7)"
725833_mask,"LINESTRING (790.7 843.4, 853.0 852.0)"
725833_mask,"LINESTRING (790.7 843.4, 782.8 895.1)"
725833_mask,"LINESTRING (947.3 857.3, 1022.0 871.0)"
725833_mask,"LINESTRING (947.3 857.3, 947.0 931.0, 931.0 1000.0, 942.0 1021.0)"
725833_mask,"LINESTRING (605.7 872.7, 596.2 925.0)"
725833_mask,"LINESTRING (605.7 872.7, 782.8 895.1)"
725833_mask,"LINESTRING (782.8 895.1, 845.0 902.0)"
725833_mask,"LINESTRING (782.8 895.1, 774.7 946.0)"
725833_mask,"LINESTRING (539.0 918.0, 596.2 925.0)"
725833_mask,"LINESTRING (596.2 925.0, 774.7 946.0)"
725833_mask,"LINESTRING (596.2 925.0, 591.2 978.0)"
725833_mask,"LINESTRING (334.7 928.7, 210.0 938.0)"
725833_mask,"LINESTRING (334.7 928.7, 335.0 1009.0, 340.0 1018.0, 355.0 1023.0)"
725833_mask,"LINESTRING (774.7 946.0, 833.0 954.0)"
725833_mask,"LINESTRING (774.7 946.0, 767.0 1000.2)"
725833_mask,"LINESTRING (591.2 978.0, 767.0 1000.2)"
725833_mask,"LINESTRING (591.2 978.0, 582.0 1021.0)"
725833_mask,"LINESTRING (767.0 1000.2, 762.0 1020.0)"
725833_mask,"LINESTRING (767.0 1000.2, 820.0 1008.0)"
937546_mask,"LINESTRING (405.0 0.0, 428.0 18.0, 704.0 377.0)"
937546_mask,"LINESTRING (908.0 0.0, 897.0 6.0, 713.8 377.0)"
937546_mask,"LINESTRING (713.8 377.0, 704.0 377.0)"
937546_mask,"LINESTRING (713.8 377.0, 952.7 667.3)"
937546_mask,"LINESTRING (704.0 377.0, 504.0 528.0, 397.0 619.0, 357.0 681.0, 255.0 878.0, 174.0 1014.0, 162.0 1022.0)"
937546_mask,"LINESTRING (956.9 663.1, 952.7 667.3)"
937546_mask,"LINESTRING (952.7 667.3, 1018.0 743.0, 1023.0 758.0)"
714942_mask,"LINESTRING (21.0 1.0, 39.0 43.0, 72.0 175.0, 44.0 286.0, 22.0 328.0, 30.0 363.0, 11.8 444.0)"
714942_mask,"LINESTRING (0.0 440.0, 11.8 444.0)"
714942_mask,"LINESTRING (11.8 444.0, 3.0 655.0, 11.0 839.0, 18.0 877.0)"
714942_mask,"LINESTRING (699.0 522.0, 706.0 810.0, 718.0 820.0, 932.0 905.0)"
709045_mask,"LINESTRING (950.0 0.0, 992.0 5.0, 1016.0 12.0, 1021.0 19.0)"
709045_mask,"LINESTRING (478.0 1.0, 469.0 6.0, 447.0 57.0, 417.0 151.8)"
709045_mask,"LINESTRING (917.0 2.0, 820.8 253.0)"
709045_mask,"LINESTRING (154.0 6.0, 148.5 187.0)"
709045_mask,"LINESTRING (1.0 61.0, 0.0 200.0, 4.0 206.0, 41.7 204.3)"
709045_mask,"LINESTRING (417.0 151.8, 374.0 163.0, 148.5 187.0)"
709045_mask,"LINESTRING (417.0 151.8, 518.0 170.0, 605.3 196.7)"
709045_mask,"LINESTRING (148.5 187.0, 41.7 204.3)"
709045_mask,"LINESTRING (605.3 196.7, 539.0 378.0, 522.0 408.0, 405.0 373.0, 372.0 369.0, 330.0 388.0, 263.0 442.0, 245.0 449.0, 218.0 449.0)"
709045_mask,"LINESTRING (605.3 196.7, 794.0 253.0)"
709045_mask,"LINESTRING (41.7 204.3, 39.0 334.0, 23.8 538.0)"
709045_mask,"LINESTRING (820.8 253.0, 794.0 253.0)"
709045_mask,"LINESTRING (820.8 253.0, 842.0 265.0, 1017.0 316.0, 1023.0 323.0)"
709045_mask,"LINESTRING (794.0 253.0, 789.0 323.0, 768.0 383.0, 767.3 401.7)"
709045_mask,"LINESTRING (1023.0 391.0, 1018.0 432.0, 993.0 512.0, 904.7 769.7)"
709045_mask,"LINESTRING (767.3 401.7, 752.7 458.7)"
709045_mask,"LINESTRING (767.3 401.7, 874.0 435.0, 884.0 462.0, 875.0 486.0, 861.0 495.2)"
709045_mask,"LINESTRING (530.0 453.0, 678.0 461.0, 752.7 458.7)"
709045_mask,"LINESTRING (752.7 458.7, 783.0 476.0, 861.0 495.2)"
709045_mask,"LINESTRING (861.0 495.2, 846.0 557.0)"
709045_mask,"LINESTRING (23.8 538.0, 2.0 539.0)"
709045_mask,"LINESTRING (23.8 538.0, 25.2 582.0)"
709045_mask,"LINESTRING (25.2 582.0, 120.0 587.0, 192.0 620.0, 295.0 651.0)"
709045_mask,"LINESTRING (25.2 582.0, 23.7 654.7)"
709045_mask,"LINESTRING (1.0 652.0, 23.7 654.7)"
709045_mask,"LINESTRING (23.7 654.7, 31.0 723.0, 27.7 761.7)"
709045_mask,"LINESTRING (500.0 657.0, 598.3 689.7)"
709045_mask,"LINESTRING (319.0 688.0, 318.0 706.0, 334.0 738.0, 322.0 798.0, 339.0 892.0, 331.0 906.0, 273.0 957.0, 270.0 1020.0)"
709045_mask,"LINESTRING (598.3 689.7, 499.0 958.0)"
709045_mask,"LINESTRING (598.3 689.7, 729.3 728.7)"
709045_mask,"LINESTRING (729.3 728.7, 626.0 1015.0, 614.0 1022.0)"
709045_mask,"LINESTRING (729.3 728.7, 896.0 771.2)"
709045_mask,"LINESTRING (27.7 761.7, 2.0 773.0)"
709045_mask,"LINESTRING (27.7 761.7, 30.7 969.3)"
709045_mask,"LINESTRING (904.7 769.7, 896.0 771.2)"
709045_mask,"LINESTRING (904.7 769.7, 1015.0 797.0, 1022.0 805.0)"
709045_mask,"LINESTRING (896.0 771.2, 898.0 792.0, 849.0 925.0, 847.3 942.7)"
709045_mask,"LINESTRING (847.3 942.7, 840.0 948.0, 814.0 1017.0, 806.0 1022.0)"
709045_mask,"LINESTRING (847.3 942.7, 1001.3 989.7)"
709045_mask,"LINESTRING (30.7 969.3, 2.0 970.0)"
709045_mask,"LINESTRING (30.7 969.3, 32.0 1019.0)"
709045_mask,"LINESTRING (1001.3 989.7, 992.0 1017.0, 985.0 1021.0)"
709045_mask,"LINESTRING (1001.3 989.7, 1014.0 991.0, 1021.0 999.0)"
709045_mask,"LINESTRING (151.0 990.0, 149.0 1020.0)"
771180_mask,"LINESTRING (454.0 0.0, 439.0 8.0, 433.0 23.0, 426.8 154.0)"
771180_mask,"LINESTRING (1.0 107.0, 62.0 97.0, 107.0 101.0, 221.0 163.0, 380.0 135.0, 405.0 137.0, 426.8 154.0)"
771180_mask,"LINESTRING (426.8 154.0, 436.0 303.0, 423.0 462.0)"
771180_mask,"LINESTRING (1019.0 447.0, 896.0 452.0, 645.0 484.0, 498.0 483.0, 440.0 474.0, 423.0 462.0)"
771180_mask,"LINESTRING (423.0 462.0, 415.0 467.0, 209.0 468.0, 47.0 533.0, 2.0 536.0)"
910154_mask,"LINESTRING (0.0 324.0, 11.0 413.0, 9.0 440.8)"
910154_mask,"LINESTRING (9.0 440.8, 0.0 453.0)"
910154_mask,"LINESTRING (9.0 440.8, 19.0 456.0, 94.0 804.0, 100.0 951.0, 96.0 1018.0)"
760170_mask,"LINESTRING (0.0 502.0, 16.0 563.0, 36.3 600.7)"
760170_mask,"LINESTRING (36.3 600.7, 19.0 624.0, 28.0 674.0, 1.0 821.0)"
760170_mask,"LINESTRING (36.3 600.7, 125.0 721.0, 204.0 792.0, 272.0 841.0, 386.0 896.0, 421.0 924.0, 660.0 1023.0)"
712728_mask,"LINESTRING (3.0 660.0, 177.0 683.0, 192.0 691.0)"
712728_mask,"LINESTRING (192.0 691.0, 295.0 698.0, 590.0 744.0, 666.0 749.0, 752.0 773.0, 838.0 817.0, 992.0 953.0, 1023.0 988.0)"
712728_mask,"LINESTRING (192.0 691.0, 150.0 721.0, 130.0 745.0, 104.0 800.0, 24.0 1022.0)"
741728_mask,"LINESTRING (339.0 0.0, 455.0 225.0, 500.0 291.0, 564.0 347.0, 650.0 448.0, 763.0 555.0, 783.0 597.0, 866.0 859.0)"
741728_mask,"LINESTRING (934.0 820.0, 880.0 856.0, 866.0 859.0)"
741728_mask,"LINESTRING (734.0 825.0, 762.0 923.0, 802.0 981.0)"
741728_mask,"LINESTRING (866.0 859.0, 822.0 971.0, 808.0 982.0)"
741728_mask,"LINESTRING (602.0 879.0, 579.0 931.0, 553.0 1022.0)"
741728_mask,"LINESTRING (802.0 981.0, 808.0 982.0)"
741728_mask,"LINESTRING (802.0 981.0, 786.0 1021.0)"
741728_mask,"LINESTRING (808.0 982.0, 817.0 993.0, 814.0 1022.0)"
726271_mask,"LINESTRING (704.0 4.0, 702.0 94.0, 709.0 144.0)"
726271_mask,"LINESTRING (955.0 4.0, 947.0 128.0)"
726271_mask,"LINESTRING (3.0 663.0, 124.0 668.2)"
726271_mask,"LINESTRING (124.0 668.2, 1020.0 681.0)"
726271_mask,"LINESTRING (124.0 668.2, 112.0 804.0, 114.0 884.0)"
795156_mask,"LINESTRING (0.0 257.0, 10.0 265.0)"
795156_mask,"LINESTRING (980.0 343.0, 1017.0 351.0, 1022.0 358.0)"
795156_mask,"LINESTRING (656.5 484.0, 654.0 485.0)"
795156_mask,"LINESTRING (656.5 484.0, 820.3 566.3)"
795156_mask,"LINESTRING (0.0 528.0, 8.0 535.0, 193.0 594.0, 230.0 612.0, 277.0 624.0, 321.0 625.0, 338.0 619.0, 368.0 576.0, 384.0 578.0, 590.2 682.0)"
795156_mask,"LINESTRING (820.3 566.3, 893.3 598.7)"
795156_mask,"LINESTRING (820.3 566.3, 778.0 648.8)"
795156_mask,"LINESTRING (893.3 598.7, 862.7 655.7)"
795156_mask,"LINESTRING (893.3 598.7, 1018.0 658.0, 1023.0 666.0)"
795156_mask,"LINESTRING (1.0 628.0, 9.0 634.0, 95.0 650.0)"
795156_mask,"LINESTRING (778.0 648.8, 769.0 654.0, 717.3 739.3)"
795156_mask,"LINESTRING (778.0 648.8, 809.0 658.0, 853.0 658.2)"
795156_mask,"LINESTRING (862.7 655.7, 853.0 658.2)"
795156_mask,"LINESTRING (862.7 655.7, 882.0 660.0, 992.2 718.0)"
795156_mask,"LINESTRING (853.0 658.2, 767.5 803.5)"
795156_mask,"LINESTRING (590.2 682.0, 628.0 695.0, 654.2 712.0)"
795156_mask,"LINESTRING (590.2 682.0, 481.0 893.0, 475.0 928.0, 482.0 950.8)"
795156_mask,"LINESTRING (654.2 712.0, 717.3 739.3)"
795156_mask,"LINESTRING (654.2 712.0, 517.0 966.2)"
795156_mask,"LINESTRING (992.2 718.0, 1018.0 729.0, 1023.0 737.0)"
795156_mask,"LINESTRING (992.2 718.0, 945.0 803.0)"
795156_mask,"LINESTRING (717.3 739.3, 707.0 769.0)"
795156_mask,"LINESTRING (707.0 769.0, 659.0 835.0, 626.0 906.0)"
795156_mask,"LINESTRING (707.0 769.0, 734.0 778.0, 767.5 803.5)"
795156_mask,"LINESTRING (767.5 803.5, 736.7 861.7)"
795156_mask,"LINESTRING (767.5 803.5, 946.0 882.0)"
795156_mask,"LINESTRING (736.7 861.7, 690.0 928.0, 626.0 906.0)"
795156_mask,"LINESTRING (736.7 861.7, 794.2 889.0)"
795156_mask,"LINESTRING (395.0 884.0, 370.0 978.8)"
795156_mask,"LINESTRING (794.2 889.0, 853.2 914.0)"
795156_mask,"LINESTRING (794.2 889.0, 766.7 937.3)"
795156_mask,"LINESTRING (626.0 906.0, 566.0 1017.0, 558.0 1022.0)"
795156_mask,"LINESTRING (853.2 914.0, 908.0 940.0, 940.2 970.0)"
795156_mask,"LINESTRING (853.2 914.0, 824.0 962.0, 766.7 937.3)"
795156_mask,"LINESTRING (739.0 928.0, 766.7 937.3)"
795156_mask,"LINESTRING (482.0 950.8, 393.7 986.3)"
795156_mask,"LINESTRING (482.0 950.8, 517.0 966.2)"
795156_mask,"LINESTRING (517.0 966.2, 480.0 1022.0)"
795156_mask,"LINESTRING (940.2 970.0, 1022.0 1009.0)"
795156_mask,"LINESTRING (940.2 970.0, 898.0 1022.0)"
795156_mask,"LINESTRING (291.0 970.0, 273.0 1016.0, 264.0 1022.0)"
795156_mask,"LINESTRING (370.0 978.8, 343.0 1021.0)"
795156_mask,"LINESTRING (370.0 978.8, 393.7 986.3)"
795156_mask,"LINESTRING (393.7 986.3, 417.0 1023.0)"
746005_mask,"LINESTRING (246.0 0.0, 258.0 3.0, 327.7 53.3)"
746005_mask,"LINESTRING (704.0 0.0, 700.8 40.0)"
746005_mask,"LINESTRING (700.8 40.0, 394.0 35.0, 339.0 43.0, 327.7 53.3)"
746005_mask,"LINESTRING (700.8 40.0, 701.3 141.7)"
746005_mask,"LINESTRING (327.7 53.3, 338.0 69.0, 455.0 174.0)"
746005_mask,"LINESTRING (1021.0 95.0, 833.8 127.0)"
746005_mask,"LINESTRING (833.8 127.0, 710.7 143.3)"
746005_mask,"LINESTRING (833.8 127.0, 846.7 173.3)"
746005_mask,"LINESTRING (701.3 141.7, 679.8 154.0)"
746005_mask,"LINESTRING (701.3 141.7, 710.7 143.3)"
746005_mask,"LINESTRING (710.7 143.3, 763.7 249.3)"
746005_mask,"LINESTRING (679.8 154.0, 552.0 172.0)"
746005_mask,"LINESTRING (679.8 154.0, 690.8 262.0)"
746005_mask,"LINESTRING (914.0 162.0, 846.7 173.3)"
746005_mask,"LINESTRING (552.0 172.0, 455.0 174.0)"
746005_mask,"LINESTRING (552.0 172.0, 547.3 268.7)"
746005_mask,"LINESTRING (846.7 173.3, 858.0 218.0)"
746005_mask,"LINESTRING (455.0 174.0, 444.0 185.0, 362.0 207.0, 324.0 227.0, 285.0 273.0, 276.0 304.0)"
746005_mask,"LINESTRING (1023.0 180.0, 978.0 197.0, 858.0 218.0)"
746005_mask,"LINESTRING (858.0 218.0, 857.0 221.8)"
746005_mask,"LINESTRING (857.0 221.8, 763.7 249.3)"
746005_mask,"LINESTRING (857.0 221.8, 875.3 320.7)"
746005_mask,"LINESTRING (763.7 249.3, 775.0 290.8)"
